owner_code	date	held_shares	change
sfmg-llc-847722	2017-12-31	1669	232
huntington-national-bank-14198	2017-12-31	1666	144
we-are-one-seven-llc-1046128	2017-12-31	1664	1664
kiley-juergens-wealth-management-llc-1045250	2017-12-31	1654	1654
valeo-financial-advisors-llc-1037516	2017-12-31	1637	384
rnc-capital-management-llc-62457	2018-03-31	1630	231
smithfield-trust-co-287783	2017-12-31	1628	-214
sunbelt-securities-inc-957779	2017-12-31	1619	345
albion-financial-group-ut-63454	2017-12-31	1608	38
stevens-capital-management-lp-83778	2017-12-31	1596	171
shepherd-kaplan-krochuk-llc-396286	2017-12-31	1578	1578
rehmann-capital-advisory-group-959766	2017-12-31	1575	-62
signature-estate--investment-advisors-llc-192040	2017-12-31	1570	1570
horizon-kinetics-llc-857317	2017-12-31	1566	76
clearwater-capital-partners-llc-1009288	2017-12-31	1546	0
edge-wealth-management-llc-898258	2018-03-31	1531	16
cypress-wealth-advisors-llc-973311	2017-12-31	1517	0
central-trust-co-63052	2018-03-31	1515	150
united-bank-630660	2017-12-31	1510	1510
ashford-capital-management-inc-42441	2017-12-31	1500	0
ledyard-national-bank-662521	2017-12-31	1500	1500
carroll-financial-associates-inc-898658	2018-03-31	1479	500
bank-of-the-west-63242	2017-12-31	1463	-1000
keel-point-llc-733674	2017-12-31	1455	1455
ftb-advisors-inc-920478	2017-12-31	1435	4
chevy-chase-trust-holdings-inc-804590	2018-03-31	1430	165
capital-investment-advisors-llc-926744	2017-12-31	1429	1429
warren-averett-asset-management-llc-899626	2017-12-31	1422	0
noesis-capital-mangement-corp-605295	2017-12-31	1410	1410
advisor-partners-llc-797926	2017-12-31	1407	1407
loeb-partners-corp-114630	2017-12-31	1400	1400
cornerstone-financial-partners-llc-986711	2017-12-31	1385	-1987
rainey--randall-investment-management-inc-1045266	2018-03-31	1382	0
b-riley-financial-inc-805833	2017-12-31	1376	-79
wagner-bowman-management-corp-591714	2017-12-31	1340	170
levin-capital-strategies-lp-704884	2017-12-31	1336	1336
apriem-advisors-770374	2017-12-31	1330	-1210
fcg-advisors-llc-375455	2017-12-31	1324	1
mosaic-family-wealth-llc-994393	2017-12-31	1318	-334
mirador-capital-partners-lp-957892	2017-12-31	1313	0
pacific-sun-financial-corp-238242	2017-12-31	1313	1313
rfg-advisory-group-llc-958055	2017-12-31	1311	111
murphy-capital-management-inc-62097	2017-12-31	1310	15
personal-capital-advisors-corp-924256	2017-12-31	1306	1306
miracle-mile-advisors-llc-927301	2017-12-31	1305	1305
beacon-financial-group-920069	2018-03-31	1300	1300
paragon-capital-management-ltd-899859	2017-12-31	1300	1300
iron-financial-llc-923963	2017-12-31	1287	1287
buckley-wealth-management-llc-1044784	2017-12-31	1285	1285
webster-bank-n-a-72285	2017-12-31	1284	-66
patten--patten-inctn-66515	2017-12-31	1280	-390
unio-capital-llc-1045458	2017-12-31	1250	1250
wms-partners-llc-820688	2017-12-31	1244	1244
stanley-laman-group-ltd-930844	2017-12-31	1215	1215
wright-investors-service-inc-62763	2017-12-31	1208	1208
interactive-financial-advisors-764836	2017-12-31	1203	1203
picton-mahoney-asset-management-906666	2017-12-31	1200	1200
portland-global-advisors-llc-846210	2017-12-31	1200	0
rmb-capital-management-llc-699297	2017-12-31	1195	1195
carnegie-capital-asset-management-llc-848221	2017-12-31	1183	1183
smith-moore--co-378873	2017-12-31	1183	-30
hudock-capital-group-llc-899881	2017-12-31	1175	0
youngs-advisory-group-inc-985095	2017-12-31	1170	1170
conning-inc-9122	2017-12-31	1159	-341
wealthcare-advisory-partners-llc-1002227	2017-12-31	1157	986
bremer-trust-national-association-63354	2018-03-31	1145	1145
koshinski-asset-management-inc-957679	2018-03-31	1122	-673
toth-financial-advisory-corp-85198	2017-12-31	1105	1105
baystate-wealth-management-llc-898431	2017-12-31	1083	1034
srs-capital-advisors-inc-1015595	2017-12-31	1076	100
winslow-evans--crocker-inc-925053	2017-12-31	1056	40
security-national-trust-co-424179	2017-12-31	1000	0
foresters-investment-management-company-inc-51382	2017-12-31	972	-510
johnson-financial-group-inc-815956	2017-12-31	941	675
certified-advisory-corp-1046490	2017-12-31	904	904
endurance-wealth-management-inc-815195	2017-12-31	890	0
san-francisco-sentry-investment-group-ca-873267	2017-12-31	882	-5
crewe-advisors-llc-1045106	2017-12-31	870	870
highlander-capital-management-llc-855532	2017-12-31	867	0
holistic-financial-partners-1045059	2017-12-31	856	856
appropriate-balance-financial-services-inc-201437	2017-09-30	855	321
taylor-hoffman-wealth-management-1045126	2017-12-31	850	850
pinnacle-wealth-planning-services-inc-1045327	2017-12-31	838	838
genovese-burford--brothers-wealth--retirement-plan-managem-987218	2017-12-31	815	815
lee-financial-co-769444	2017-12-31	800	0
townsend--associates-inc-1043688	2017-12-31	774	774
destination-wealth-management-622011	2018-03-31	770	770
virtus-etf-advisers-llc-915960	2017-12-31	764	764
quadrant-capital-group-llc-972963	2017-12-31	762	0
all-terrain-financial-advisors-llc-1045847	2017-12-31	750	750
west-oak-capital-llc-733756	2018-03-31	750	-50
shine-investment-advisory-services-inc-207109	2017-12-31	711	-2
florence-capital-advisors-llc-1015536	2017-12-31	700	200
old-second-national-bank-of-aurora-58256	2017-12-31	675	25
wagner-wealth-management-llc-1046457	2017-12-31	650	650
contravisory-investment-management-inc-715391	2018-03-31	626	155
trustcore-financial-services-llc-1045110	2017-12-31	618	618
toronto-dominion-bank-10177	2017-12-31	612	-61
winch-advisory-services-llc-934806	2017-12-31	603	-306
lenox-wealth-advisors-inc-899655	2017-12-31	602	580
avestar-capital-llc-1021142	2017-12-31	600	600
duncker-streett--co-inc-66348	2017-12-31	600	0
first-eagle-investment-management-llc-698776	2017-12-31	600	0
qci-asset-management-incny-62760	2017-12-31	600	150
sterling-investment-advisors-ltd-1023077	2017-12-31	599	100
mufg-americas-holdings-corp-1082	2017-12-31	588	588
moneta-group-investment-advisors-llc-78608	2017-12-31	585	585
assetmark-inc-690971	2017-12-31	583	132
tradewinds-capital-management-llc-942331	2017-12-31	579	242
vantage-investment-advisors-llc-927155	2017-12-31	569	212
asset-dedication-llc-814905	2017-12-31	566	-4
delpha-capital-management-llc-1045442	2017-12-31	556	556
jnba-financial-advisors-899403	2017-12-31	555	-3
american-research--management-co-847596	2017-12-31	525	0
plante-moran-financial-advisors-llc-777902	2017-12-31	519	-60
american-national-bank-622553	2018-03-31	511	351
bogart-wealth-llc-1031725	2017-12-31	506	46
mainstay-capital-management-llc-adv-173622	2017-12-31	503	503
cedar-wealth-management-llc-985883	2017-12-31	500	0
global-trust-asset-management-llc-1044384	2017-12-31	500	500
citizens-financial-group-incri-62981	2017-12-31	498	-106
parisi-gray-wealth-management-1045382	2017-12-31	485	485
sonora-investment-management-llc-773328	2017-12-31	461	215
mr-capital-management-inc-69300	2017-12-31	460	-10
mcilrath--eck-llc-1048557	2017-12-31	452	452
capital-analysts-llc-949202	2017-12-31	450	-600
wealthtrust-arizona-llc-769958	2017-12-31	448	250
washington-trust-bank-64054	2018-03-31	446	0
first-command-bank-1013954	2017-12-31	432	432
first-command-financial-services-inc-1013955	2017-12-31	432	432
rockefeller-financial-services-inc-66951	2017-12-31	430	0
balentine-llc-965638	2017-12-31	421	-4
palo-capital-inc-956592	2018-03-31	415	415
blackhawk-capital-partners-llc-1045234	2017-12-31	406	406
atlantic-trust-llc-1025806	2017-12-31	400	0
crow-point-partners-llc-729806	2018-03-31	393	215
close-asset-management-ltd-1037443	2017-12-31	388	171
yorkbridge-wealth-partners-llc-1022297	2017-12-31	340	0
tci-wealth-advisors-inc-915435	2017-12-31	338	0
first-financial-corp-in-4489	2017-12-31	335	125
bartlett--co-llc-881961	2017-12-31	330	100
private-capital-group-llc-1047608	2017-12-31	328	328
acorn-wealth-advisors-llc-1045651	2017-12-31	327	327
watermark-asset-management-inc-1024955	2017-12-31	325	0
fortis-advisors-llc-1015722	2017-12-31	320	164
glassman-wealth-services-965701	2017-12-31	315	58
farmers--merchants-trust-co-of-chambersburg-pa-1014847	2018-03-31	300	0
turner-investments-llc-63459	2017-12-31	300	-2720
financial-management-professionals-inc-898988	2017-12-31	299	164
cable-hill-partners-llc-997860	2017-12-31	293	-27
sound-income-strategies-llc-1045724	2017-12-31	291	291
oakworth-capital-inc-925506	2017-12-31	289	0
rpg-family-wealth-advisory-llc-986662	2017-12-31	270	-243
legacy-advisors-llc-1036450	2017-12-31	263	0
ironwood-financial-llc-957599	2017-12-31	261	94
advisornet-financial-inc-753838	2017-12-31	253	253
central-bank--trust-co-375333	2017-12-31	250	0
howe--rusling-inc-63268	2017-12-31	250	0
omnia-family-wealth-llc-1019690	2017-12-31	250	150
spectrum-management-group-inc-927324	2017-12-31	250	-121
financial-gravity-companies-inc-750617	2017-12-31	249	249
rossmore-private-capital-1048351	2017-12-31	245	245
aevitas-wealth-management-inc-1045402	2017-12-31	235	235
advocacy-wealth-management-services-llc-899567	2017-12-31	200	0
cowen-prime-services-llc-881527	2017-12-31	200	0
cranbrook-wealth-management-llc-927132	2017-12-31	200	0
dorazio--associates-inc-969936	2017-12-31	200	0
prentiss-smith--co-inc-84427	2017-12-31	200	200
td-capital-management-llc-821382	2017-12-31	200	0
marino-stram--associates-llc-201478	2017-12-31	195	195
hanson-mcclain-inc-888599	2017-12-31	192	162
ford-financial-group-inc-1045269	2017-12-31	189	189
enterprise-financial-services-corp-33626	2017-12-31	184	0
risk-paradigm-group-llc-965489	2017-12-31	181	-363
blume-capital-management-inc-916016	2017-12-31	175	0
legacy-financial-advisors-inc-1045061	2017-12-31	171	171
earnest-partners-llc-72166	2017-12-31	170	170
alphamark-advisors-llc-696133	2017-12-31	160	60
tower-view-investment-management--research-llc-1043401	2018-03-31	155	0
proficio-capital-partners-llc-983702	2017-12-31	153	-22
simplex-trading-llc-850999	2017-12-31	153	-90227
paulson-wealth-management-inc-1047066	2017-12-31	152	152
trust-co-of-vermont-96250	2017-12-31	150	-56
cwm-advisors-llc-990163	2017-12-31	147	147
accurate-investment-solutions-inc-983795	2018-03-31	146	-29
parkside-financial-bank--trust-797232	2017-12-31	145	-89
hall-laurie-j-trustee-733289	2017-12-31	137	87
santori--peters-inc-1045265	2017-12-31	134	134
hartford-financial-management-inc-699616	2018-03-31	130	-370
arcadia-investment-management-corpmi-62697	2017-12-31	125	0
jacobi-capital-management-llc-1008307	2017-12-31	125	0
integrated-investment-consultants-llc-987060	2017-09-30	116	116
armbruster-capital-management-inc-985056	2017-12-31	110	110
winfield-associates-inc-929921	2017-12-31	106	0
camarda-financial-advisors-llc-899378	2017-12-31	100	0
founders-capital-management-1022678	2018-03-31	100	0
gemmer-asset-management-llc-935566	2017-12-31	100	-651
independence-bank-of-kentucky-1044951	2017-12-31	100	100
patriot-financial-group-insurance-agency-llc-1016958	2017-12-31	100	-50
perkins-coie-trust-co-926781	2017-12-31	100	0
regal-wealth-group-inc-1030243	2017-12-31	100	100
tortoise-investment-management-llc-927142	2017-12-31	100	0
roble-belko--company-inc-965446	2017-12-31	95	0
perigon-wealth-management-llc-927788	2017-12-31	89	-100
bdo-wealth-advisors-llc-1030016	2017-12-31	75	-75
brasada-capital-management-lp-981312	2017-12-31	75	75
capital-advisors-ltd-llc-925399	2017-12-31	75	0
mercer-capital-advisers-inc-956116	2017-12-31	75	75
valley-national-advisers-inc-178199	2017-12-31	75	0
delta-asset-management-llctn-64693	2017-12-31	72	12
massey-quick-simon--co-llc-1013457	2017-12-31	69	69
estabrook-capital-management-691232	2017-12-31	60	0
willingdon-wealth-management-927556	2017-12-31	60	0
city-holding-co-5269	2017-12-31	59	0
slow-capital-inc-1045850	2017-12-31	57	57
lifeplan-financial-group-inc-912169	2018-03-31	56	56
manchester-capital-management-llc-906711	2017-12-31	56	4
trust-department-mb-financial-bank-n-a-61584	2018-03-31	55	0
gryphon-financial-partners-llc-1045066	2017-12-31	51	51
clear-perspective-advisors-llc-1023169	2017-12-31	50	0
poehling-capital-management-llc-1045340	2017-12-31	50	50
vigilant-capital-management-llc-769334	2018-03-31	50	0
whitnell--co-899375	2017-12-31	47	47
thomas-j-herzfeld-advisors-inc-848161	2017-12-31	46	46
sws-partners-1045973	2017-12-31	36	36
shamrock-asset-management-llc-887630	2017-12-31	35	35
whittier-trust-co-of-nevada-inc-744204	2017-12-31	34	0
alpha-omega-wealth-management-llc-986244	2017-12-31	30	0
cordasco-financial-network-927147	2017-12-31	30	0
cypress-capital-management-llc-wy-958060	2017-12-31	30	0
alphaone-investment-services-llc-821309	2017-12-31	29	29
norway-savings-bank-1013601	2018-03-31	25	0
sharkey-howes--javer-965648	2017-12-31	25	0
cnb-bank-1046252	2017-12-31	23	23
woodard--co-asset-management-group-inc-adv-194223	2017-12-31	23	23
hillsdale-investment-management-inc-715974	2017-12-31	20	0
hanseatic-management-services-inc-80822	2017-12-31	17	0
stevens-first-principles-investment-advisors-734981	2017-12-31	15	15
centerpoint-advisors-llc-1048241	2017-12-31	10	10
hanson--doremus-investment-management-753755	2017-12-31	9	0
cls-investments-llc-706444	2017-12-31	1	1
adage-capital-partners-gp-llc-95432	2017-12-31	0	-135000
addison-capital-co-923903	2018-03-31	0	-4653
ardsley-advisory-partners-14134	2017-12-31	0	-47000
ariose-capital-management-ltd-986827	2017-12-31	0	-417600
asturias-capital-llc-986277	2017-12-31	0	-196849
balyasny-asset-management-llc-397194	2017-12-31	0	-415713
barometer-capital-management-inc-927362	2017-12-31	0	-43300
bluefin-trading-llc-899032	2017-12-31	0	-28600
c-m-bidwell--associates-ltd-65735	2017-12-31	0	-1985
cadian-capital-management-lp-770630	2017-12-31	0	-192000
campbell--co-investment-adviser-llc-708576	2017-12-31	0	-1557
carlson-capital-management-914471	2017-12-31	0	-1316
central-asset-investments--management-holdings-hk-ltd-914186	2017-12-31	0	-60516
cibc-world-markets-corp-62844	2017-12-31	0	-800000
corbenic-partners-llc-899377	2017-12-31	0	-45
david-r-rahn--associates-inc-847462	2017-12-31	0	-6375
dsam-partners-london-ltd-897600	2017-12-31	0	-188011
duquesne-family-office-llc-873832	2017-12-31	0	-777400
dynamic-technology-lab-private-ltd-961606	2017-12-31	0	-1300
edinburgh-partners-ltd-778454	2017-12-31	0	-7600
fcm-investmentstx-62953	2017-12-31	0	-13000
financial-advantage-inc-853771	2017-12-31	0	-50
flow-traders-us-llc-823747	2017-12-31	0	-7120
frontfour-capital-group-llc-773822	2017-12-31	0	-40367
fukoku-mutual-life-insurance-co-37883	2017-12-31	0	-4100
garelick-capital-partners-lp-986517	2017-12-31	0	-185480
hap-trading-llc-822487	2017-12-31	0	-34354
hilton-capital-management-llc-874385	2017-12-31	0	-4500
hoplite-capital-management-lp-622391	2017-12-31	0	-375511
horan-capital-advisors-llc-913382	2017-12-31	0	-250
hudson-bay-capital-management-lp-738746	2017-12-31	0	-140312
hutchin-hill-capital-lp-821352	2017-12-31	0	-30000
interval-partners-lp-927539	2017-12-31	0	-155092
investment-centers-of-america-inc-698060	2017-12-31	0	-8804
j-goldman--co-lp-757343	2017-12-31	0	-20000
jag-capital-management-llc-63149	2017-12-31	0	-48634
jump-trading-llc-855424	2017-12-31	0	-4704
junto-capital-management-lp-957997	2017-12-31	0	-47183
kavi-asset-management-lp-986736	2017-12-31	0	-53500
lansdowne-partners-uk-llp-942167	2017-12-31	0	-37944
lorber-david-a-704906	2017-12-31	0	-633
magnetar-financial-llc-699533	2017-12-31	0	-23049
maplelane-capital-llc-847587	2017-12-31	0	-1040602
marco-investment-management-llc-63194	2017-12-31	0	-1200
maso-capital-partners-ltd-1015654	2017-12-31	0	-16000
massmutual-trust-co-fsbadv-189005	2017-12-31	0	-500
miura-global-management-llc-735008	2017-12-31	0	-300000
mountain-capital-investment-advisors-inc-1030769	2017-12-31	0	-40
national-planning-corp-831997	2017-12-31	0	-5358
nationwide-fund-advisors-69351	2017-12-31	0	-404938
nbt-bank-n-a-ny-62522	2017-12-31	0	-1500
nippon-life-insurance-co-19234	2017-12-31	0	-11221
ontario-teachers-pension-plan-board-39534	2017-12-31	0	-11175
oz-management-lp-47729	2017-12-31	0	-81750
pagoda-asset-management-lp-987009	2017-12-31	0	-77716
paloma-partners-management-co-72620	2017-12-31	0	-13788
passport-capital-llc-699388	2017-12-31	0	-180452
peak6-investments-lp-735043	2017-12-31	0	-483060
pennsylvania-trust-co-891812	2018-03-31	0	-1750
pinkerton-retirement-specialists-llc-994633	2017-12-31	0	-25
point72-asia-singapore-pte-ltd-987044	2017-12-31	0	-11200
pointstate-capital-lp-845147	2017-12-31	0	-910247
private-advisory-group-llc-957840	2017-12-31	0	-2160
private-ocean-llc-930218	2017-12-31	0	-1000
prospera-financial-services-inc-874726	2017-12-31	0	-1914
quantbot-technologies-lp-848052	2017-12-31	0	-21022
quantitative-systematic-strategies-llc-927346	2017-12-31	0	-8719
riverhead-capital-management-llc-899670	2017-12-31	0	-300
samlyn-capital-llc-766032	2017-12-31	0	-52456
seminole-management-co-inc-708654	2017-12-31	0	-39300
signature-financial-management-inc-874410	2017-12-31	0	-2748
solaris-asset-management-llc-711029	2017-12-31	0	-400
soros-fund-management-llc-35125	2017-12-31	0	-73750
squarepoint-ops-llc-965698	2017-12-31	0	-11182
sylebra-hk-co-ltd-957639	2017-12-31	0	-130348
tairen-capital-ltd-987035	2017-12-31	0	-807235
thorntree-capital-partners-lp-1015502	2017-12-31	0	-69709
timber-hill-llc-640179	2017-12-31	0	-3436
tuttle-tactical-management-llc-934598	2017-12-31	0	-3603
vident-investment-advisory-llc-958073	2017-12-31	0	-7024
walleye-trading-llc-733607	2017-12-31	0	-241195
wealthsource-partners-llc-994639	2017-12-31	0	-1831
weiss-multi-strategy-advisers-llc-735012	2017-12-31	0	-6500
well-done-llc-1007011	2017-12-31	0	-1355
westpac-banking-corp-108714	2017-12-31	0	-246279
